Seller SKU,Manufacturer Part Number,Brand Name,Item Name,Bullet points,Product Description,Search Terms,Barcode
OMSWM1671,OMSWM1671,Olsenmark,"Olsenmark OMWSM1671 Twin Tub Semi Automatic Washing Machine, 8KG","• Big Pulsate 
 • Cover With Transparent Window 
 • Twin Tub Washing Machine 
 • Lint Filter 
 • Two Water Inlets 
 • Full Plastic Crust, Single Layers Cabinet 
 • The Base Be Specially Designed To Avoid Rat 
 • Transparent Windows 
 • Wash Power 400w, 
 • Wash Capacity 7.0kg 
 • Spin Capacity 5.2kg 
 • Spin Power 150w.6. 
 • Power: 220-240v —50/60hz 
 • Color: White 
 • Material: Outer Shell With Pp Ps Abs 
 • Ac Adapter: 250v 13a","Olsenmark OMWSM1671 Twin Tub Semi Automatic Washing Machine, 8KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1686,OMSWM1686,Olsenmark,"Olsenmark OMWSM1686 Twin Tub Semi Automatic Washing Machine, 14KG","• Wash/spin capacity: 14/7.5kg 
 • Gross weight: 38/34 
 • Water inlet quantity: 1 
 • Wash power: 550W 
 • Spin power: 210W 
 • Spin speed: 1250 rpm 
 • Grade of waterproof: IPX4 
 • Time: 15 min 
 • Max water level: 105L","Olsenmark OMWSM1686 Twin Tub Semi Automatic Washing Machine, 14KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1706,OMSWM1706,Olsenmark,"Olsenmark OMSWM1706 Single Tub Semi Automatic Washing Machine with Spin Dryer, 5KG","• Decorative glass cover 
 • Extra s/s spin tub 
 • Rated Washing Capacity: 5.0kg 
 • Net Dimension: 745*420*465(mm) 
 • Material: Tempered glass + ABS PP 
 • 220 - 240V -50/60 Hz","Olsenmark OMSWM1706 Single Tub Semi Automatic Washing Machine with Spin Dryer, 5KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM1731,OMSWM1731,Olsenmark,"Olsenmark OMSWM1731 Twin Tub Semi Automatic Washing Machine, 9KG","• Big pulsate 
 • Transparent cover 
 • Low noise 
 • Max input power: 550W 
 • Wash power: 400W 
 • Spin power: 150W 
 • AC: 220-240V — 50/60Hz 
 • Color: blue and white 
 • Material: ABS and PP","Olsenmark OMSWM1731 Twin Tub Semi Automatic Washing Machine, 9KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM5501,OMSWM5501,Olsenmark,"Olsenmark OMSWM5501 Semi Automatic Washing Machine, 10KG","• Big Pulsate with 3 impellers
 • Large Capacity
 • Lower Noise
 • Unique Design
 • Powerful Cleaning
 • Double Water Inlet wash & Dryer
 • Spinning Speed:>1400RPM
 • Rust Proof Body
 • Powerful motor
 • AC: 220-240V, 50/60Hz
 • Wash Power: 400W
 • Spin Power:180W
 • Wash Capacity:10Kg
 • Spin Capacity: 6kg","Olsenmark OMSWM5501 Semi Automatic Washing Machine, 10KG","washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMSWM5502,OMSWM5502,Olsenmark,Olsenmark OMWSM5502 Semi Automatic Washing Machine,"• Unique Design; Powerful cleaning
 • Double water inlet wash & dryer
 • Spinning speed: ≥1400RPM
 • Rust proof body
 • Big pulsator with 3 impellers 
 • Powerful motor
 • Low noise
 • AC: 220-240V 50/60Hz
 • Wash power: 400W
 • Spin power: 180W
 • Wash capacity: 10kg
 • Spin capacity: 6kg
 • Color: White
 • Material: PP
 • AC: 220-240V 50/60Hz",Olsenmark OMWSM5502 Semi Automatic Washing Machine,"washing machine, washng machine, Olsenmark washing machine, cloth washing machine, home appliance, laundry",
OMTR3001,OMTR3001,Olsenmark,Olsenmark OMTR3001 Rechargeable Trimmer,"• Power (W): 3
 • LED indicator light
 • Rechargeable
 • Cordless
 • Chromium steel blade
 • 5 Position attachment comb
 • Charging stand
 • AC 220-240V 50/60Hz",Olsenmark OMTR3001 Rechargeable Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR3056,OMTR3056,Olsenmark,Olsenmark OMTR3056 Rechargeable Trimmer,"• Rechargeable hair and beard trimmer
 • High quality shaving system
 • Accessories: Cleaning brush | Lubrication oil | Clip-on comb
 • Power motor
 • Power: 2W
 • AC 220-240V 50/60Hz",Olsenmark OMTR3056 Rechargeable Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR3058,OMTR3058,Olsenmark,Olsenmark OMTR3058 5 in 1 Rechargeable Trimmer,"• Type: Clipper & Trimmer
 • Target Group: Men
 • Operating Function: Dry
 • Number of Foils/Heads: 5
 • Number of Speed Settings: 1
 • Power Source: 300mA
 • Input Voltage: DC 3V
 • Shipping Weight: 1 KG
 • Color: Black",Olsenmark OMTR3058 5 in 1 Rechargeable Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR3087,OMTR3087,Olsenmark,Olsenmark OMTR3087 9 in 1 Rechargeable Trimmer,"• Men's shaver 9 in 1
 • It works to shave and trim the chin, mustache, sideburns and head
 • Rechargeable with charging cable
 • Wireless
 • With the special rule
 • Special accessories included with the device
 • Levels and degrees of shaving
 • Electric current 220 - 240",Olsenmark OMTR3087 9 in 1 Rechargeable Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR3095,OMTR3095,Olsenmark,Olsenmark OMTR3095 Rechargeable Hair Trimmer,"• Ergonomic body design for comfortable use
 • ON/OFF switch
 • 45 minutes continuous operation when full charged
 • Interchangeable rechargeable battery
 • Charging indicator light
 • Accessories: Guide comb, Cleaning brush, Lubricating oil
 • Charging power cord
 • AC: 220-240V 50/60Hz 3W",Olsenmark OMTR3095 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMTR3096,OMTR3096,Olsenmark,Olsenmark OMTR3096 Rechargeable Hair Trimmer,"• Ergonomic body design for comfortable use
 • Titanium steel blade
 • Cordless operation
 • ABS material
 • Charging indicator light
 • Accessories: Guide comb, Cleaning
 • Charging time: 8 Hours
 • AC: 220-240V 50/60Hz 3W",Olsenmark OMTR3096 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4000,OMTR4000,Olsenmark,Olsenmark OMTR4000 Professional Hair Clipper,"• Elegant design 
 • Rechargeable 
 • 6 hours charging 
 • No risk of injury 
 • Charging indicator light
 • AC : 220-240V 50/60Hz 3W",Olsenmark OMTR4000 Professional Hair Clipper,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer,Olsenmark Professional Hair Clipper,Professional Hair Clipper",
OMTR4003,OMTR4003,Olsenmark,Olsenmark OMTR4003 Electric Hair Clipper,"• Copper power output shaft
 • Ergonomic handle 
 • High performance motor
 • Adjustable clip for hair length
 • Material: Plastic + Stainless steel
 • AC 110-240V 50/60Hz",Olsenmark OMTR4003 Electric Hair Clipper,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4013,OMTR4013,Olsenmark,Olsenmark OMTR4013 Rechargeable Hair Trimmer,"• Hard Alloy Steel Blade
 • Cordless Operation
 • Chargeable and battery operated
 • Charging Time: 8 Hours
 • Attachment Comb ,Cleaning Brush And Oil
 • AC 220-240v 50/60hz 2W",Olsenmark OMTR4013 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMTR4027,OMTR4027,Olsenmark,Olsenmark OMTR4027 Rechargeable Hair Trimmer,"• Best ergonomic design
 • Stainless steel blade
 • Large-capacity rechargeable built-in battery
 • Powerful DC motor
 • Charging indicate
 • 8 hours charge for 60 minutes cordless use
 • Guide comb: 3mm/6mm/9mm/12mm
 • AC:220-240V 50/60Hz; 3W",Olsenmark OMTR4027 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4034,OMTR4034,Olsenmark,"Olsenmark OMTR4034 Rechargeable Hair Trimmer, 11 in 1 Grooming set","• Interchangeable heads: Nose trimmer, shaver, trimmer, wider clipper, beard trimmer
 • Rechargeable with charging adaptor and storage stand
 • Accessories: 4 cutting guides, barber comb, oil, cleaning brush
 • Power: 3W
 • Color: White with pink gold
 • Material: ABS
 • Input: 220-240V 50/60Hz
 • Output: 3V 600mA","Olsenmark OMTR4034 Rechargeable Hair Trimmer, 11 in 1 Grooming set","trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMTR4036,OMTR4036,Olsenmark,Olsenmark OMTR4036 10 in 1 Multi Functional Grooming Set,"• Rechargeable
 • Cordless operation
 • With a switch for a precision setting of the cutting length (in 3 stages)
 • With 5 changeable heads: clipper head, beard trimmer head, nose trimmer head, Shaver head, and precision trimmer head.
 • With 4 comb attachments (3mm, 6mm, 9mm, 12mm) for clipper head. With 1 comb attachment (3/4/5/6mm) for beard trimmer head.
 • Rechargeable Ni-Cd battery.
 • Charging: 6-8 hours.
 • Operating: 30 minutes when fully charged.
 • LED light: it is red when charging.
 • 220-240V 50/60Hz 3W",Olsenmark OMTR4036 10 in 1 Multi Functional Grooming Set,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4037,OMTR4037,Olsenmark,Olsenmark OMTR4037 10 In 1 Multifunctional Grooming Set,"• Rechargeable; Cordless operation
 • With travel lock.
 • With a switch for a precision setting of the cutting length (in 3 stages)
 • With 5 changeable heads: clipper head, beard trimmer head, nose trimmer head, Shaver head, and precision trimmer head.
 • With 4 comb attachments (3mm, 6mm, 9mm, 12mm) for clipper head.
 • With 1 comb attachment (3/4/5/6mm) for beard trimmer head.
 • Rechargeable Ni-Cd battery.
 • Charging: 6-8 hours.
 • Operating: 30 minutes when fully charged.
 • LED light: it is red when charging; it is green when using.",Olsenmark OMTR4037 10 In 1 Multifunctional Grooming Set,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4038,OMTR4038,Olsenmark,Olsenmark OMTR4038 Waterproof Rechargeable Hair/Beard Trimmer,"• Rechargeable; Cordless operation
 • Waterproof: IPX7
 • With a switch for a precision setting of the cutting length (in 3 stages)
 • With 5 changeable heads: clipper head, beard trimmer head, nose trimmer head, Shaver head, and precision trimmer head.
 • With 4 comb attachments (3mm, 6mm, 9mm, 12mm) for clipper head. ■ Rechargeable Ni-Cd battery.
 • Charging: 6-8 hours.
 • Operating: 30 minutes when fully charged.
 • LED light: blue battery symbol will appear when charging
 • 220-240V 50/60Hz 3W",Olsenmark OMTR4038 Waterproof Rechargeable Hair/Beard Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4040,OMTR4040,Olsenmark,Olsenmark OMTR4040 Rechargeable Hair & Beard Trimmer,"• Rechargeable DC motor hair trimmer
 • Hard alloy steel blade
 • Cordless operation
 • 8 hours charge
 • 3/6/9/12mm combs
 • ON/OFF switch
 • Accessories : outside adaptor/trimmer guide/lubricating oil
 • DC3V 200mA 3W
 • Color: Black + Champagne
 • Material: ABS
 • Input: 220-240V 50/60Hz",Olsenmark OMTR4040 Rechargeable Hair & Beard Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4046,OMTR4046,Olsenmark,Olsenmark OMTR4046 Rechargeable Hair Trimmer,"• Rechargeable hair and beard trimmer
 • Cordless operation
 • Battery :Ni-Cd 600Mah rechargeable battery
 • Stainless steel for the blade
 • With charging indictor
 • BS plug cord wire cleaning brush oil bottle
 • Charging :6-8 hours
 • Operating :30 minutes when fully charged
 • Ultra-high speed motor
 • AC: 220-240V 50/60Hz 3W",Olsenmark OMTR4046 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMTR4047,OMTR4047,Olsenmark,Olsenmark OMTR4047 Rechargeable Hair Trimmer,"• Rechargeable hair and beard trimmer
 • Cordless operation
 • Battery : Ni-Cd 600Mah rechargeable battery
 • Stainless steel for the blade
 • With charging indictor
 • BS plug cord wire cleaning brush oil bottle
 • Charging : 6-8 hours
 • Operating : 30 minutes when fully charged
 • Ultra-high speed motor
 • AC: 220-240V 50/60Hz 3W",Olsenmark OMTR4047 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMTR4052,OMTR4052,Olsenmark,Olsenmark OMTR4052 Rechargeable Trimmer,"• Elegant design
 • Stainless steel blade
 • 2 Combs (1-5mm and 6-10mm)
 • Use USB Cable
 • Working time: 40 minutes
 • Input: DC 5V USB power charging
 • Power: 2000W
 • Color: Sliver & Black
 • Material: ABS PC POM
 • DC: 5V USB power charging",Olsenmark OMTR4052 Rechargeable Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product",
OMTR4054,OMTR4054,Olsenmark,Olsenmark OMTR4054 Rechargeable Hair Trimmer,"• Cordless operation 
 • Waterproof IPX7 
 • On/off switch 
 • Indicator light 
 • 1 mm/3mm/5mm comb attachments 
 • USB power charging 
 • Power motor",Olsenmark OMTR4054 Rechargeable Hair Trimmer,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,Olsenmark trimmer",
OMVC1574,OMVC1574,Olsenmark,"Olsenmark OMVC1574 Drum Vaccum Cleaner, 2400W","• High efficiency and big power 
 • Air flow control on handle 
 • Blow function 
 • Dust full indicator 
 • Big dust bag capacity 
 • Easy-to-fit telescopic tube 
 • Dust capacity: 21 L 
 • Cord length: 5M 
 • AC 220-240V 50/60Hz 2400W","Olsenmark OMVC1574 Drum Vaccum Cleaner, 2400W","cleaning, cleaner,Olsenmark vaccum cleaner, vaccum cleaner, vacum cleaner, home appliances, floor cleaner, Drum Vaccum Cleaner, Olsenmark Drum Vaccum Cleaner",
OMVC1685,OMVC1685,Olsenmark,"Olsenmark OMVC1685 Vaccum Cleaner, 1400W","• Powerful Suction
 • Low Noise Design
 • Dust Full Indicator
 • Flexible Hose with Airflow on Handle
 • 2 Pcs Plastic Insert Tube
 • Euro Plastic Floor Brush
 • Pedal Switch and Auto-Rewinding Wire
 • Motor Heat Fust
 • Material: ABS, PP, COPPER, Aluminum
 • AC220-240V -50/60Hz, 1400W","Olsenmark OMVC1685 Vaccum Cleaner, 1400W","cleaning, cleaner,Olsenmark vaccum cleaner, vaccum cleaner, vacum cleaner, home appliances, floor cleaner, Vaccum Cleaner,",
OMVC1717,OMVC1717,Olsenmark,"Olsenmark OMVC1717 Drum Vaccum Cleaner, 2200W","• High efficient and low noise drum vacuum cleaner 
 • Dust full indicator
 • Useful air blowing function 
 • Air flow adjustable on handle 
 • Convenient accessories holder on board 
 • High efficient 100% copper motor, powerful suction 
 • 24 L big capacity 
 • Model of speed control: constant speed 
 • Parking position for easy use and space saving 
 • Power: 2200W 
 • Color: Black with gold 
 • Material: ABS/Copper/Iron 
 • AC: 220-240V 50/60Hz","Olsenmark OMVC1717 Drum Vaccum Cleaner, 2200W","cleaning, cleaner,Olsenmark vaccum cleaner, vaccum cleaner, vacum cleaner, home appliances, floor cleaner, Drum Vaccum Cleaner, Olsenmark Drum Vaccum Cleaner",
OMVF2014,OMVF2014,Olsenmark,"Olsenmark OMVF2014 Hot and Cold Vaccum Flask, 1.0L","• Stainless steel body 
 • Stainless steel inner cavity-unbreakable 
 • Keeps liquids hot or cold for hours. 
 • Portable, Can be used indoors & outdoors 
 • Elegant design
 • Capacity: 1.0 Liter","Olsenmark OMVF2014 Hot and Cold Vaccum Flask, 1.0L","flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, Olsenmark flask, drinkware, kitchen accessories,Olsenmark Vacuum flask",
OMVF2015,OMVF2015,Olsenmark,"Olsenmark OMVF2015 Hot and Cold Vaccum Flask, 1.3L","• Stainless steel body 
 • Stainless steel inner cavity-unbreakable 
 • Keeps liquids hot or cold for hours. 
 • Portable, Can be used indoors & outdoors 
 • Elegant design
 • Capacity: 1.3 Liter","Olsenmark OMVF2015 Hot and Cold Vaccum Flask, 1.3L","flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, Olsenmark flask, drinkware, kitchen accessories,Olsenmark Vacuum flask",
OMVF2016,OMVF2016,Olsenmark,"Olsenmark OMVF2016 Hot and Cold Vaccum Flask, 1.6L","• Stainless steel body 
 • Stainless steel inner cavity-unbreakable 
 • Keeps liquids hot or cold for hours. 
 • Portable, Can be used indoors & outdoors 
 • Elegant design
 • Capacity: 1.6 Liter","Olsenmark OMVF2016 Hot and Cold Vaccum Flask, 1.6L","flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, Olsenmark flask, drinkware, kitchen accessories,Olsenmark Vacuum flask",
OMVF2017,OMVF2017,Olsenmark,"Olsenmark OMVF2017 Hot and Cold Vaccum Flask, 1.9L","• Stainless steel body 
 • Stainless steel inner cavity-unbreakable 
 • Keeps liquids hot or cold for hours. 
 • Portable, Can be used indoors & outdoors 
 • Elegant design
 • Capacity: 1.9 Liter","Olsenmark OMVF2017 Hot and Cold Vaccum Flask, 1.9L","flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, Olsenmark flask, drinkware, kitchen accessories,Olsenmark Vacuum flask",
